Transaction_ID,Employee_ID,Worker_ID,Effective_Date,Transaction_Type,Transaction_Status,Reason_Code,Prior_Job_Profile,New_Job_Profile,Prior_Job_Level,New_Job_Level,Prior_Business_Unit,New_Business_Unit,Prior_Division,New_Division,Prior_Department,New_Department,Prior_Manager_ID,New_Manager_ID,Prior_Location,New_Location,Prior_Worker_Type,New_Worker_Type,Initiated_By,Initiated_Date,Completed_Date,Comments
JM2373689,EMP110248,WD79670047,2025-02-20,Lateral Move,Completed,Project Assignment,Representative,Analyst II,2.0,2.0,Retail Banking,Investment Banking,Consumer Lending,Capital Markets,Auto Loans,Research,EMP850544,EMP850544,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-01-15,2025-02-20,Lateral move to Investment Banking
JM8854802,EMP110253,WD87432164,2025-11-17,Lateral Move,Completed,Project Assignment,Lead Representative,Senior Analyst,3.0,3.0,Investment Banking,Retail Banking,Mergers & Acquisitions,Consumer Lending,Deal Origination,Credit Cards,EMP601426,EMP601426,"Charlotte, NC","Charlotte, NC",Regular,Regular,Employee,2025-10-08,2025-11-17,Lateral move to Retail Banking
JM6331563,EMP110733,WD34898985,2025-02-22,Promotion,Completed,Expanded Role,Senior Analyst,Principal Associate,3.0,4.0,Commercial Banking,Commercial Banking,Trade Finance,Trade Finance,Documentary Collections,Documentary Collections,EMP911259,EMP911259,"Dallas, TX","Dallas, TX",Regular,Regular,Manager,2024-12-27,2025-02-22,Promotion from Level 3 to Level 4
JM8305334,EMP110733,WD34898985,2025-04-01,Hire,Completed,New Position,,Senior Analyst,,3.0,,Commercial Banking,,Trade Finance,,Documentary Collections,,EMP911259,,"Dallas, TX",,Regular,Hiring Manager,2025-03-20,2025-04-01,New hire - Expansion
JM9304552,EMP110733,WD34898985,2025-08-13,Lateral Move,Completed,Project Assignment,Senior Analyst,Senior Specialist,3.0,3.0,Commercial Banking,Retail Banking,Trade Finance,Deposits & Payments,Documentary Collections,Wire Transfers,EMP911259,EMP911259,"Dallas, TX","Dallas, TX",Regular,Regular,HR,2025-07-05,2025-08-13,Lateral move to Retail Banking
JM7315107,EMP110943,WD64645183,2025-06-06,Termination,Completed,Involuntary - Performance,Lead Analyst,,4.0,,Retail Banking,,Branch Operations,,Customer Service,,EMP388690,,"New York, NY",,Regular,,HR,2025-05-19,2025-06-06,Involuntary - Performance
JM2393086,EMP111048,WD37711712,2025-05-08,Lateral Move,Completed,Career Development,Senior Specialist,Senior Analyst,3.0,3.0,Wealth Management,Risk & Compliance,Asset Management,Enterprise Risk,Fixed Income Strategies,Operational Risk,EMP692022,EMP692022,"Dallas, TX","Dallas, TX",Regular,Regular,HR,2025-03-31,2025-05-08,Lateral move to Risk & Compliance
JM9551065,EMP111060,WD23234748,2025-03-28,Promotion,Completed,Market Adjustment,Senior Associate,Lead Specialist,3.0,4.0,Commercial Banking,Commercial Banking,Treasury Services,Treasury Services,Trade Operations,Trade Operations,EMP471972,EMP471972,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-02-06,2025-03-28,Promotion from Level 3 to Level 4
JM7432157,EMP111380,WD67407036,2026-01-31,Lateral Move,Completed,Leadership Development,Senior Manager,Program Manager,8.0,8.0,Retail Banking,Retail Banking,Deposits & Payments,Deposits & Payments,ACH Operations,ACH Operations,EMP511220,EMP511220,"Boston, MA","Boston, MA",Regular,Regular,HR,2025-12-22,2026-01-31,Lateral move to Retail Banking
JM6732770,EMP111538,WD99146488,2025-07-13,Promotion,Completed,Performance Based,Representative,Senior Specialist,2.0,3.0,Investment Banking,Investment Banking,Advisory Services,Advisory Services,Sponsor Coverage,Sponsor Coverage,EMP364525,EMP364525,"Dallas, TX","Dallas, TX",Regular,Regular,Manager,2025-05-25,2025-07-13,Promotion from Level 2 to Level 3
JM2017909,EMP111991,WD97432056,2025-07-03,Hire,Completed,Experienced Hire,,Senior Analyst,,3.0,,Wealth Management,,Asset Management,,Equity Strategies,,EMP780714,,"New York, NY",,Regular,Hiring Manager,2025-06-06,2025-07-03,New hire - New Position
JM6635520,EMP111991,WD97432056,2025-08-17,Termination,Completed,Involuntary - Restructuring,Senior Analyst,,3.0,,Wealth Management,,Asset Management,,Equity Strategies,,EMP780714,,"New York, NY",,Regular,,HR,2025-08-03,2025-08-17,Involuntary - Restructuring
JM6227215,EMP112239,WD68913234,2025-05-22,Promotion,Completed,Market Adjustment,Lead Representative,Lead Specialist,3.0,4.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,UX Design,UX Design,EMP241835,EMP241835,"New York, NY","New York, NY",Contractor,Contractor,Manager,2025-03-28,2025-05-22,Promotion from Level 3 to Level 4
JM5151477,EMP112293,WD75126297,2025-08-14,Promotion,Completed,Retention,Managing Director,Vice President,10.0,11.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Customer Service,Customer Service,EMP424462,EMP424462,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-07-14,2025-08-14,Promotion from Level 10 to Level 11
JM9498605,EMP112356,WD13795027,2025-09-26,Promotion,Completed,Retention,Lead Specialist,Staff Specialist,4.0,5.0,Technology,Technology,Application Development,Application Development,DevOps,DevOps,EMP914813,EMP914813,"New York, NY","New York, NY",Regular,Regular,Manager,2025-08-25,2025-09-26,Promotion from Level 4 to Level 5
JM7942288,EMP112359,WD87557025,2025-02-19,Promotion,Completed,Retention,Representative,Senior Specialist,2.0,3.0,Investment Banking,Investment Banking,Capital Markets,Capital Markets,Fixed Income,Fixed Income,EMP478653,EMP478653,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-01-03,2025-02-19,Promotion from Level 2 to Level 3
JM7535443,EMP112703,WD27843176,2025-02-24,Lateral Move,Completed,Career Development,Principal Analyst,Staff Specialist,5.0,5.0,Technology,Retail Banking,Data & Analytics,Digital Banking,Machine Learning,Digital Onboarding,EMP757020,EMP757020,"New York, NY","New York, NY",Regular,Regular,Employee,2025-01-17,2025-02-24,Lateral move to Retail Banking
JM2314497,EMP112703,WD27843176,2025-07-15,Promotion,Completed,Performance Based,Principal Analyst,Supervisor,5.0,6.0,Technology,Technology,Data & Analytics,Data & Analytics,Machine Learning,Machine Learning,EMP757020,EMP757020,"New York, NY","New York, NY",Regular,Regular,Manager,2025-05-25,2025-07-15,Promotion from Level 5 to Level 6
JM2530560,EMP112800,WD54085692,2026-01-23,Hire,Completed,Internal Referral,,Senior Analyst,,3.0,,Retail Banking,,Deposits & Payments,,Payment Processing,,EMP295653,,"Charlotte, NC",,Contractor,Recruiter,2026-01-08,2026-01-23,New hire - Internal Referral
JM6650817,EMP112830,WD90033135,2025-04-19,Promotion,Completed,Retention,Representative,Senior Associate,2.0,3.0,Wealth Management,Wealth Management,Trust Services,Trust Services,Fiduciary Services,Fiduciary Services,EMP438512,EMP438512,"San Francisco, CA","San Francisco, CA",Regular,Regular,Manager,2025-02-18,2025-04-19,Promotion from Level 2 to Level 3
JM1109484,EMP112922,WD13489239,2025-10-20,Termination,Completed,Voluntary - Personal Reasons,Associate I,,1.0,,Commercial Banking,,Real Estate Finance,,Construction Lending,,EMP609294,,"New York, NY",,Regular,,Employee,2025-09-20,2025-10-20,Voluntary - Personal Reasons
JM1967091,EMP113056,WD99813735,2026-01-13,Termination,Completed,Voluntary - Career Change,Coordinator,,1.0,,Wealth Management,,Financial Planning,,Tax Planning,,EMP532973,,"Toronto, ON",,Regular,,Employee,2025-12-29,2026-01-13,Voluntary - Career Change
JM1535423,EMP113219,WD15606948,2025-12-18,Lateral Move,Completed,Business Need,Associate II,Analyst II,2.0,2.0,Retail Banking,Wealth Management,Digital Banking,Financial Planning,Digital Onboarding,Education Planning,EMP613751,EMP613751,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-11-12,2025-12-18,Lateral move to Wealth Management
JM7018669,EMP113588,WD50131428,2025-05-21,Lateral Move,Completed,Leadership Development,Analyst I,Specialist I,1.0,1.0,Risk & Compliance,Risk & Compliance,Regulatory Compliance,Regulatory Compliance,Securities Compliance,Policy Management,EMP448367,EMP448367,"New York, NY","New York, NY",Regular,Regular,Employee,2025-05-07,2025-05-21,Lateral move to Risk & Compliance
JM7656218,EMP113588,WD50131428,2025-08-18,Promotion,Completed,Market Adjustment,Analyst I,Analyst II,1.0,2.0,Risk & Compliance,Risk & Compliance,Regulatory Compliance,Regulatory Compliance,Securities Compliance,Securities Compliance,EMP448367,EMP448367,"New York, NY","New York, NY",Regular,Regular,Manager,2025-07-17,2025-08-18,Promotion from Level 1 to Level 2
JM6878776,EMP113738,WD90539710,2025-10-23,Termination,Completed,Involuntary - End of Contract,Specialist I,,1.0,,Risk & Compliance,,Audit,,Operational Audit,,EMP127669,,"New York, NY",,Regular,,HR,2025-09-05,2025-10-23,Involuntary - End of Contract
JM5032659,EMP113832,WD65342164,2025-05-06,Promotion,Completed,Skill Development,Analyst I,Associate II,1.0,2.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Branch Management,Branch Management,EMP970197,EMP970197,"Atlanta, GA","Atlanta, GA",Contractor,Contractor,Manager,2025-03-17,2025-05-06,Promotion from Level 1 to Level 2
JM4524266,EMP113901,WD24856925,2025-04-15,Hire,Completed,Expansion,,Operations Manager,,7.0,,Investment Banking,,Mergers & Acquisitions,,Valuation,,EMP447850,,"Boston, MA",,Contractor,HR System,2025-04-03,2025-04-15,New hire - Experienced Hire
JM7346486,EMP114112,WD58512142,2025-05-26,Lateral Move,Completed,Leadership Development,Lead Analyst,Team Lead,4.0,4.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Branch Management,Teller Operations,EMP727458,EMP727458,"New York, NY","New York, NY",Temporary,Temporary,Manager,2025-04-26,2025-05-26,Lateral move to Retail Banking
JM2272695,EMP114169,WD28449635,2025-06-19,Termination,Completed,Voluntary - Personal Reasons,Coordinator,,1.0,,Commercial Banking,,Corporate Lending,,Loan Operations,,EMP826632,,"Charlotte, NC",,Regular,,Employee,2025-05-24,2025-06-19,Voluntary - Personal Reasons
JM1952702,EMP114169,WD28449635,2025-08-08,Hire,Completed,Experienced Hire,,Coordinator,,1.0,,Commercial Banking,,Corporate Lending,,Loan Operations,,EMP826632,,"Charlotte, NC",,Regular,Recruiter,2025-07-24,2025-08-08,New hire - Backfill
JM4444194,EMP114339,WD25381121,2026-02-02,Termination,Completed,Voluntary - Return to School,Associate Director,,8.0,,Risk & Compliance,,Audit,,SOX Compliance,,EMP779515,,"New York, NY",,Regular,,Employee,2025-12-12,2026-02-02,Voluntary - Return to School
JM8941978,EMP114449,WD48901361,2025-02-11,Termination,Completed,Involuntary - Restructuring,Representative,,2.0,,Technology,,Application Development,,Quality Assurance,,EMP384443,,"Chicago, IL",,Regular,,HR,2024-12-25,2025-02-11,Involuntary - Restructuring
JM8902380,EMP114449,WD48901361,2025-06-12,Hire,Completed,Executive Recruitment,,Representative,,2.0,,Technology,,Application Development,,Quality Assurance,,EMP384443,,"Chicago, IL",,Regular,Recruiter,2025-05-14,2025-06-12,New hire - Executive Recruitment
JM5944483,EMP114812,WD70110656,2025-07-20,Promotion,Completed,Skill Development,Representative,Lead Representative,2.0,3.0,Investment Banking,Investment Banking,Advisory Services,Advisory Services,Industry Coverage,Industry Coverage,EMP108219,EMP108219,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-05-27,2025-07-20,Promotion from Level 2 to Level 3
JM7380367,EMP115197,WD41543524,2025-03-11,Lateral Move,Completed,Business Need,Senior Manager,Program Manager,8.0,8.0,Wealth Management,Corporate Functions,Trust Services,Legal,Estate Planning,Contract Management,EMP826515,EMP826515,"Atlanta, GA","Atlanta, GA",Regular,Regular,Manager,2025-02-05,2025-03-11,Lateral move to Corporate Functions
JM6882318,EMP115197,WD41543524,2025-05-23,Promotion,Completed,Retention,Senior Manager,Regional Director,8.0,9.0,Wealth Management,Wealth Management,Trust Services,Trust Services,Estate Planning,Estate Planning,EMP826515,EMP826515,"Atlanta, GA","Atlanta, GA",Regular,Regular,Manager,2025-04-22,2025-05-23,Promotion from Level 8 to Level 9
JM6131708,EMP115432,WD19782514,2025-11-08,Promotion,Completed,Expanded Role,Associate I,Representative,1.0,2.0,Commercial Banking,Commercial Banking,Treasury Services,Treasury Services,FX Services,FX Services,EMP931085,EMP931085,"New York, NY","New York, NY",Regular,Regular,Manager,2025-09-11,2025-11-08,Promotion from Level 1 to Level 2
JM3167750,EMP115581,WD97090186,2025-08-08,Hire,Completed,Internal Referral,,Senior Specialist,,3.0,,Risk & Compliance,,Audit,,SOX Compliance,,EMP438019,,"Charlotte, NC",,Regular,HR System,2025-07-30,2025-08-08,New hire - Executive Recruitment
JM8763227,EMP115642,WD54890066,2025-07-02,Promotion,Completed,Retention,Senior Specialist,Principal Associate,3.0,4.0,Retail Banking,Retail Banking,Consumer Lending,Consumer Lending,Mortgage Origination,Mortgage Origination,EMP935060,EMP935060,"Charlotte, NC","Charlotte, NC",Contractor,Contractor,Manager,2025-05-31,2025-07-02,Promotion from Level 3 to Level 4
JM8699352,EMP115642,WD54890066,2026-01-26,Lateral Move,Completed,Business Need,Senior Specialist,Senior Associate,3.0,3.0,Retail Banking,Commercial Banking,Consumer Lending,Trade Finance,Mortgage Origination,Documentary Collections,EMP935060,EMP935060,"Charlotte, NC","Charlotte, NC",Contractor,Contractor,Employee,2025-12-19,2026-01-26,Lateral move to Commercial Banking
JM6004275,EMP115849,WD58683276,2025-05-31,Promotion,Completed,Retention,Coordinator,Representative,1.0,2.0,Technology,Technology,Application Development,Application Development,DevOps,DevOps,EMP360960,EMP360960,"San Francisco, CA","San Francisco, CA",Regular,Regular,Manager,2025-04-06,2025-05-31,Promotion from Level 1 to Level 2
JM3092400,EMP115996,WD12082372,2025-09-22,Lateral Move,Completed,Leadership Development,Analyst II,Associate II,2.0,2.0,Technology,Retail Banking,Application Development,Deposits & Payments,Back-End Development,Checking & Savings,EMP876487,EMP876487,"San Francisco, CA","San Francisco, CA",Contractor,Contractor,Manager,2025-08-19,2025-09-22,Lateral move to Retail Banking
JM6915393,EMP116050,WD91523189,2026-01-11,Termination,Completed,Voluntary - Return to School,Operations Manager,,7.0,,Risk & Compliance,,Audit,,Internal Audit,,EMP636472,,"Chicago, IL",,Regular,,Employee,2025-11-15,2026-01-11,Voluntary - Return to School
JM5535228,EMP116088,WD86711701,2025-10-15,Promotion,Completed,Skill Development,Representative,Lead Representative,2.0,3.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Teller Operations,Teller Operations,EMP678385,EMP678385,"Montreal, QC","Montreal, QC",Contractor,Contractor,Manager,2025-08-28,2025-10-15,Promotion from Level 2 to Level 3
JM9181006,EMP116143,WD44988156,2025-03-21,Termination,Completed,Voluntary - Career Change,Branch Manager,,7.0,,Risk & Compliance,,Enterprise Risk,,Market Risk,,EMP905232,,"Atlanta, GA",,Regular,,Employee,2025-03-03,2025-03-21,Voluntary - Career Change
JM1355495,EMP116196,WD99699230,2025-08-18,Promotion,Completed,Succession Planning,Associate II,Lead Representative,2.0,3.0,Wealth Management,Wealth Management,Asset Management,Asset Management,Fund Operations,Fund Operations,EMP817162,EMP817162,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-07-04,2025-08-18,Promotion from Level 2 to Level 3
JM7776789,EMP116200,WD53752205,2025-12-24,Promotion,Completed,Succession Planning,Operations Manager,Senior Manager,7.0,8.0,Investment Banking,Investment Banking,Mergers & Acquisitions,Mergers & Acquisitions,Integration,Integration,EMP252233,EMP252233,"Denver, CO","Denver, CO",Regular,Regular,Manager,2025-11-23,2025-12-24,Promotion from Level 7 to Level 8
JM7879306,EMP116202,WD89756994,2025-06-11,Hire,Completed,Experienced Hire,,Representative,,2.0,,Corporate Functions,,Marketing,,Brand Marketing,,EMP770171,,"Toronto, ON",,Contractor,HR System,2025-06-04,2025-06-11,New hire - Backfill
JM9795875,EMP116431,WD73504041,2025-09-08,Termination,Completed,Voluntary - Relocation,Lead Analyst,,4.0,,Technology,,Data & Analytics,,Business Intelligence,,EMP746202,,"Denver, CO",,Regular,,Employee,2025-08-24,2025-09-08,Voluntary - Relocation
JM8741965,EMP116468,WD10719180,2025-05-26,Promotion,Completed,Expanded Role,Senior Specialist,Lead Specialist,3.0,4.0,Investment Banking,Investment Banking,Mergers & Acquisitions,Mergers & Acquisitions,Integration,Integration,EMP822153,EMP822153,"Dallas, TX","Dallas, TX",Regular,Regular,Manager,2025-04-24,2025-05-26,Promotion from Level 3 to Level 4
JM9507419,EMP116470,WD29326800,2025-05-04,Promotion,Completed,Expanded Role,Associate I,Analyst II,1.0,2.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,UX Design,UX Design,EMP181955,EMP181955,"Denver, CO","Denver, CO",Contractor,Contractor,Manager,2025-03-11,2025-05-04,Promotion from Level 1 to Level 2
JM3969863,EMP116611,WD90317077,2025-08-18,Lateral Move,Completed,Business Need,Operations Manager,Operations Manager,7.0,7.0,Investment Banking,Wealth Management,Structured Finance,Trust Services,Project Finance,Trust Administration,EMP279390,EMP279390,"New York, NY","New York, NY",Regular,Regular,HR,2025-07-21,2025-08-18,Lateral move to Wealth Management
JM7511481,EMP116701,WD24962673,2025-11-09,Promotion,Completed,Succession Planning,Principal Associate,Expert,4.0,5.0,Wealth Management,Wealth Management,Asset Management,Asset Management,Fund Operations,Fund Operations,EMP466441,EMP466441,"Boston, MA","Boston, MA",Contractor,Contractor,Manager,2025-09-29,2025-11-09,Promotion from Level 4 to Level 5
JM9332835,EMP116780,WD14362261,2025-05-07,Promotion,Completed,Retention,Team Lead,Expert,4.0,5.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,UX Design,UX Design,EMP918458,EMP918458,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-03-26,2025-05-07,Promotion from Level 4 to Level 5
JM3966703,EMP116901,WD28393342,2025-06-28,Promotion,Completed,Succession Planning,Associate I,Associate II,1.0,2.0,Investment Banking,Investment Banking,Structured Finance,Structured Finance,Securitization,Securitization,EMP429710,EMP429710,"Charlotte, NC","Charlotte, NC",Contractor,Contractor,Manager,2025-05-12,2025-06-28,Promotion from Level 1 to Level 2
JM7844699,EMP116928,WD78706154,2025-10-05,Promotion,Completed,Performance Based,Associate II,Senior Associate,2.0,3.0,Wealth Management,Wealth Management,Trust Services,Trust Services,Estate Planning,Estate Planning,EMP806164,EMP806164,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-09-05,2025-10-05,Promotion from Level 2 to Level 3
JM1052288,EMP116928,WD78706154,2025-11-28,Lateral Move,Completed,Project Assignment,Associate II,Specialist II,2.0,2.0,Wealth Management,Corporate Functions,Trust Services,Finance,Estate Planning,Accounting,EMP806164,EMP806164,"Chicago, IL","Chicago, IL",Regular,Regular,Employee,2025-11-13,2025-11-28,Lateral move to Corporate Functions
